track_name,album_name,album_type,release_year,artists,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,author,producer,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating,billboard_hot_100_debut_date,billboard_hot_100_peak_pos,billboard_hot_100_peak_date,billboard_hot_100_weaks_on_chart,radio_songs_debut_date,radio_songs_peak_pos,radio_songs_peak_date,radio_songs_weaks_on_chart,hot_rock_&_alternative_songs_debut_date,hot_rock_&_alternative_songs_peak_pos,hot_rock_&_alternative_songs_peak_date,hot_rock_&_alternative_songs_weaks_on_chart,mainstream_rock_airplay_debut_date,mainstream_rock_airplay_peak_pos,mainstream_rock_airplay_peak_date,mainstream_rock_airplay_weaks_on_chart,alternative_airplay_debut_date,alternative_airplay_peak_pos,alternative_airplay_peak_date,alternative_airplay_weaks_on_chart,rock_digital_song_sales_debut_date,rock_digital_song_sales_peak_pos,rock_digital_song_sales_peak_date,rock_digital_song_sales_weaks_on_chart,alternative_digital_song_sales_debut_date,alternative_digital_song_sales_peak_pos,alternative_digital_song_sales_peak_date,alternative_digital_song_sales_weaks_on_chart,hot_rock_songs_debut_date,hot_rock_songs_peak_pos,hot_rock_songs_peak_date,hot_rock_songs_weaks_on_chart,canadian_digital_song_sales_debut_date,canadian_digital_song_sales_peak_pos,canadian_digital_song_sales_peak_date,canadian_digital_song_sales_weaks_on_chart,lyricfind_u.s._debut_date,lyricfind_u.s._peak_pos,lyricfind_u.s._peak_date,lyricfind_u.s._weaks_on_chart
Acid Bubble,Black Gives Way to Blue,studio album,2009,Alice In Chains,415,8.64e-06,0.18,0.783,0.0382,5,0.0794,-4.332,0,0.0363,92.289,4,0.246,Jerry Cantrell,"Nick Raskulinecz, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesson Learned,Black Gives Way to Blue,studio album,2009,Alice In Chains,256,9.27e-06,0.44,0.951,0.00773,1,0.116,-3.639,1,0.0533,108.018,4,0.323,Jerry Cantrell,"Nick Raskulinecz, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Confrontational, Bleak, Ominous, Theatrical, Dramatic, Cathartic, Crunchy, Tense/Anxious, Volatile, Intense, Menacing, Urgent, Gloomy","Freedom, Hanging Out, Late Night",54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0,,,,,,,,,07.03.10,10,09.25.10,20,,,,,,,,,,,,,,,,,07.03.10,10,09.25.10,20,,,,,,,,
Take Her Out,Black Gives Way to Blue,studio album,2009,Alice In Chains,240,2.85e-05,0.422,0.842,0.000424,8,0.0621,-4.829,1,0.0407,97.06,4,0.513,Jerry Cantrell,"Nick Raskulinecz, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Theatrical, Cathartic, Dramatic, Melancholy, Searching, Self-Conscious, Somber, Tense/Anxious, Crunchy, Gloomy, Insular, Lazy, Bleak, Intense, Intimate, Reflective, Urgent","Breakup, Heartache, Late Night",54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Private Hell,Black Gives Way to Blue,studio album,2009,Alice In Chains,338,5.51e-05,0.388,0.846,0.164,10,0.0828,-5.193,0,0.0335,103.93,4,0.351,Jerry Cantrell,"Nick Raskulinecz, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Intimate, Theatrical, Brooding, Gloomy, Lazy, Self-Conscious, Tense/Anxious, Weary, Detached, Intense, Melancholy, Somber, Bleak, Dramatic, Insular, Reflective","Introspection, Reflection, Solitude",54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Gives Way to Blue,Black Gives Way to Blue,studio album,2009,Alice In Chains,183,0.822,0.205,0.331,0.000695,8,0.0891,-9.265,1,0.0302,179.982,4,0.113,Jerry Cantrell,"Nick Raskulinecz, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Heavy Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Hard Rock","Angst-Ridden, Intimate, Bleak, Weary, Reflective, Somber, Dramatic, Gloomy, Intense, Lazy, Searching, Melancholy, Insular","Hanging Out, Introspection, Late Night, Regret",54:11,Alternative MetalHard RockHeavy MetalAlternative/Indie Rock,,"Henson Studios, Los Angeles, CA","Bleak, Anguished/Distraught, Gloomy, Ominous, Angst-Ridden, Bittersweet, Nihilistic, Aggressive, Bitter, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Conflict, Introspection, Loneliness, Relationships, Death, Destiny, Doubt, Heartache, Night Driving, Reflection, Struggle, Visions, Despair, Longing, Rainy Day, Regret, Sorrow, Tragedy, Drugs, Politics/Society, Temptation, Victory",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Gives Way to Blue - Piano Mix,Black Gives Way to Blue,studio album,2009,Alice In Chains,180,0.501,0.516,0.294,4.63e-05,8,0.101,-10.383,1,0.0266,89.964,4,0.107,Jerry Cantrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your Decision - Live,Black Gives Way to Blue,studio album,2009,Alice In Chains,288,0.00934,0.227,0.763,0.0128,6,0.163,-5.253,1,0.0291,96.619,4,0.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nutshell,Unplugged,live album,1996,Alice In Chains,297,0.328,0.36,0.548,0.217,3,0.971,-12.938,0,0.0468,121.801,3,0.244,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother,Unplugged,live album,1996,Alice In Chains,327,0.557,0.405,0.365,0.00048,1,0.89,-10.927,1,0.0307,85.781,4,0.076,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Heavy Metal, Alternative Pop/Rock, Hard Rock, Alternative Metal","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Reflective",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No Excuses,Unplugged,live album,1996,Alice In Chains,297,0.146,0.601,0.77,0.00195,3,0.802,-7.447,1,0.0415,121.067,4,0.723,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Alternative Metal, Jangle Pop","Brooding, Somber, Autumnal, Bitter, Melancholy, Visceral, Wistful, Gloomy, Bleak, Eerie, Ominous, Reflective",In Love,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sludge Factory,Unplugged,live album,1996,Alice In Chains,276,0.0399,0.508,0.507,8.41e-06,1,0.943,-8.046,1,0.0257,166.469,3,0.227,"Layne Staley, Jerry Cantrell, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Kirk Hammett, James Hetfield, Sean Kinney, Layne Staley, Lars Ulrich",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",Politics/Society,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Down In A Hole,Unplugged,live album,1996,Alice In Chains,346,0.0883,0.554,0.515,2.7e-05,6,0.883,-8.534,1,0.024,95.125,4,0.432,,,Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Brash, Nihilistic, Volatile, Angry, Gloomy, Menacing, Druggy",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angry Chair,Unplugged,live album,1996,Alice In Chains,276,0.0632,0.621,0.679,0.000497,8,0.988,-7.961,1,0.0475,109.413,4,0.185,Layne Staley,"Toby Wright, Alice in Chains",Layne Staley,Pop/Rock,"Grunge, Alternative/Indie Rock, Alternative Pop/Rock, Alternative Metal, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Eerie, Gloomy, Menacing, Paranoid, Druggy",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rooster,Unplugged,live album,1996,Alice In Chains,401,0.364,0.358,0.329,0.00265,0,0.137,-11.781,0,0.0298,145.04,4,0.141,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Bleak, Cathartic, Gloomy, Hostile, Ominous, Somber, Brooding, Confrontational, Visceral, Nihilistic, Volatile, Angry, Calm/Peaceful, Melancholy, Menacing, Sentimental, Druggy",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got Me Wrong,Unplugged,live album,1996,Alice In Chains,300,0.116,0.535,0.69,0.000113,8,0.73,-8.956,1,0.045,81.871,4,0.293,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Menacing, Druggy, Wistful, Brooding, Relaxed, Dreamy, Lively, Melancholy, Pastoral, Poignant, Sentimental, Reflective",In Love,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,12.10.94,22,01.14.95,14,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Unplugged,live album,1996,Alice In Chains,337,0.259,0.651,0.701,2.28e-05,1,0.72,-8.198,1,0.0389,112.537,4,0.426,"Jerry Cantrell, Mike Inez","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would?,Unplugged,live album,1996,Alice In Chains,223,0.0467,0.613,0.7,2.09e-06,10,0.702,-7.779,0,0.0283,100.743,4,0.467,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,Pop/Rock,"Alternative Metal , Grunge , Alternative/Indie Rock, Alternative Pop/Rock, Hard Rock, Heavy Metal","Anguished/Distraught, Brooding, Bleak, Hostile, Intense, Menacing, Ominous, Angry, Angst-Ridden, Cathartic, Confrontational, Visceral, Nihilistic, Volatile, Cold, Gloomy, Somber, Druggy, Aggressive, Eerie",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogs,Unplugged,live album,1996,Alice In Chains,450,0.325,0.574,0.398,0.0283,11,0.648,-12.857,1,0.0271,92.041,4,0.084,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic","Politics/Society, Reminiscing",01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Over Now,Unplugged,live album,1996,Alice In Chains,432,0.167,0.608,0.502,0.00626,5,0.244,-10.45,0,0.0404,111.41,4,0.278,"Jerry Cantrell, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Killer Is Me,Unplugged,live album,1996,Alice In Chains,323,0.277,0.468,0.682,0.195,1,0.829,-10.156,1,0.0418,121.983,4,0.327,Jerry Cantrell,Alex Coletti,Jerry Cantrell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Alternative Pop/Rock, Heavy Metal, Hard Rock","Anguished/Distraught, Angst-Ridden, Hostile, Intense, Menacing, Ominous, Brooding, Confrontational, Visceral, Bleak, Nihilistic, Volatile, Angry, Cold, Gloomy, Somber, Druggy",,01:11:26,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,"April 10, 1996","Majestic Theater, Brooklyn Academy Of Music, NY","Angst-Ridden, Bleak, Brooding, Gloomy, Ominous, Somber","Introspection, Jealousy",2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grind,Alice In Chains,studio album,1995,Alice In Chains,284,0.000146,0.393,0.883,0.000342,11,0.504,-5.884,1,0.0367,88.417,4,0.364,Jerry Cantrell,"Toby Wright, Alice in Chains",Jerry Cantrell,"Pop/Rock, Electronic","Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Club/Dance, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brush Away,Alice In Chains,studio album,1995,Alice In Chains,202,0.102,0.505,0.875,0.00057,10,0.235,-5.624,0,0.0318,105.481,4,0.231,"Layne Staley, Jerry Cantrell, Mike Inez, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sludge Factory,Alice In Chains,studio album,1995,Alice In Chains,432,0.00104,0.3,0.717,0.0142,3,0.165,-6.594,0,0.0307,164.402,4,0.418,"Layne Staley, Jerry Cantrell, Sean Kinney","Toby Wright, Alice in Chains","Jerry Cantrell, Sean Kinney, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Autumnal, Bitter, Druggy, Melancholy, Somber, Wistful, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Eerie, Theatrical, Nihilistic, Reflective",,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven Beside You,Alice In Chains,studio album,1995,Alice In Chains,327,0.00451,0.551,0.724,0.000167,10,0.116,-7.09,0,0.032,111.243,4,0.559,"Jerry Cantrell, Mike Inez","Toby Wright, Alice in Chains","Jerry Cantrell, Mike Inez",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Angst-Ridden, Confrontational, Melancholy, Theatrical",Motivation,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,01.27.96,52,03.09.96,11,,,,,,,,,01.13.96,6,02.24.96,18,,,,,,,,,,,,,,,,,,,,
Head Creeps,Alice In Chains,studio album,1995,Alice In Chains,388,0.000772,0.317,0.976,0.154,8,0.13,-6.37,1,0.0546,101.505,4,0.243,Layne Staley,"Toby Wright, Alice in Chains",Layne Staley,Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Again,Alice In Chains,studio album,1995,Alice In Chains,245,0.000707,0.55,0.868,0.0245,7,0.121,-6.243,1,0.046,123.15,4,0.405,"Layne Staley, Jerry Cantrell","Toby Wright, Alice in Chains","Jerry Cantrell, Layne Staley",Pop/Rock,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Alternative Metal, Hard Rock, Heavy Metal","Bleak, Menacing, Ominous, Anguished/Distraught, Brooding, Cathartic, Gloomy, Druggy, Somber, Intense, Visceral, Volatile, Aggressive, Angry, Angst-Ridden, Brash, Confrontational, Theatrical, Nihilistic",,01:04:48,Alternative MetalAlternative Pop/RockAlternative/Indie RockGrungeHard RockHeavy Metal,,"Bad Animals, Seattle, WA","Bleak, Anguished/Distraught, Gloomy, Nihilistic, Aggressive, Angst-Ridden, Brooding, Cathartic, Druggy, Intense, Melancholy, Menacing, Ominous, Somber, Visceral, Wistful, Angry, Hostile, Malevolent, Theatrical","Anger/Hostility, Autumn, Pain, Destiny, Night Driving, Visions, Empowerment, Guys Night Out, Military, Victory",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
