track_title,album_title,album_release_date,track_composers,track_genres,track_styles,track_moods,track_themes,album_duration,album_styles,album_recording_date,album_recording_location,album_moods,album_themes,album_rating
Little Joe,Screaming Life/Fopp,1990,Soundgarden,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out, Motivation",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Hand of God,Screaming Life/Fopp,1990,Soundgarden,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Tense/Anxious, Urgent, Volatile, Aggressive, Angst-Ridden, Organic, Snide, Acerbic, Cerebral, Confrontational, Self-Conscious, Gloomy, Literate, Paranoid, Harsh, Hostile, Bitter","Imagination, Motivation",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Kingdom of Come,Screaming Life/Fopp,1990,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Harsh, Hostile, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Volatile, Aggressive, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Earnest, Gloomy, Bitter",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Swallow My Pride,Screaming Life/Fopp,1990,,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Bitter, Snide, Harsh, Hostile, Paranoid, Tense/Anxious, Aggressive, Gloomy, Organic, Acerbic, Angst-Ridden, Cerebral, Confrontational, Volatile, Earnest, Literate, Urgent, Self-Conscious",Imagination,36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Fopp,Screaming Life/Fopp,1990,Middlebrooks,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Aggressive, Literate, Organic, Snide, Acerbic, Angst-Ridden, Bitter, Cerebral, Confrontational, Paranoid, Gloomy, Harsh, Hostile, Tense/Anxious, Volatile, Earnest, Self-Conscious, Urgent","Imagination, Partying",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Fopp,Screaming Life/Fopp,1990,Middlebrooks,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Aggressive, Literate, Organic, Snide, Acerbic, Angst-Ridden, Bitter, Cerebral, Confrontational, Paranoid, Gloomy, Harsh, Hostile, Tense/Anxious, Volatile, Earnest, Self-Conscious, Urgent","Imagination, Partying",36:57,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Angst-Ridden, Bitter, Cerebral, Organic, Snide",Imagination,3.0
Get on the Snake,Louder Than Live,1990,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Confrontational","Imagination, Drinking",30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Gun,Louder Than Live,1990,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
I Awake,Louder Than Live,1990,Hiro Yamamoto,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy",Imagination,30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Big Dumb Sex,Louder Than Live,1990,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Organic, Snide, Angst-Ridden, Cerebral",Imagination,30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Medley: Big Bottom/Earache My Eye,Louder Than Live,1990,"Tommy Chong, Gaye DeLorme, Christopher Guest, Cheech Marin, Michael McKean, Rob Reiner, Harry Shearer",,,,,30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Loud Love,Louder Than Live,1990,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Cerebral, Ominous","Imagination, In Love",30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Hands All Over,Louder Than Live,1990,"Chris Cornell, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal","Brooding, Earnest, Gloomy, Harsh, Literate, Paranoid, Self-Conscious, Tense/Anxious, Urgent, Bitter, Acerbic, Organic, Snide, Somber, Anguished/Distraught, Cerebral, Dreamy","Imagination, Politics/Society",30:00,"Alternative Pop/Rock, Alternative/Indie Rock, Grunge",,,,,2.5
Rusty Cage,Badmotorfinger,1991,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Outshined,Badmotorfinger,1991,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Grunge, Heavy Metal, Alternative/Indie Rock","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Gloomy, Ominous, Suffocating, Tense/Anxious, Urgent, Aggressive, Fiery, Harsh, Literate, Snide, Acerbic, Confrontational, Earnest, Organic, Hostile, Volatile","Empowerment, Exercise/Workout, Feeling Blue, Guys Night Out, Motivation, Sports",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Slaves & Bulldozers,Badmotorfinger,1991,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, In Love, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Jesus Christ Pose,Badmotorfinger,1991,"Matt Cameron, Chris Cornell, Ben Shepherd, Kim Thayil",Pop/Rock,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal, Hard Rock, Stoner Metal","Angst-Ridden, Anguished/Distraught, Bleak, Brooding, Confrontational, Fierce, Gloomy, Harsh, Hostile, Intense, Nihilistic, Ominous, Somber, Tense/Anxious, Uncompromising, Unsettling, Urgent, Visceral, Rebellious","Loss/Grief, Politics/Society, Scary Music",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Face Pollution,Badmotorfinger,1991,"Chris Cornell, Ben Shepherd",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Confrontational, Paranoid, Earnest, Fiery, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Organic, Self-Conscious","Exercise/Workout, Guys Night Out",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Somewhere,Badmotorfinger,1991,Ben Shepherd,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Cerebral, Earnest, Harsh, Hostile, Self-Conscious, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Confrontational, Acerbic, Angst-Ridden, Fiery, Organic, Snide",,58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Searching with My Good Eye Closed,Badmotorfinger,1991,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Room a Thousand Years Wide,Badmotorfinger,1991,"Matt Cameron, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Cerebral, Paranoid, Anguished/Distraught, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Confrontational, Dramatic, Gloomy, Literate, Intense, Snide, Acerbic, Angst-Ridden, Fiery, Organic, Self-Conscious","Imagination, Solitude",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Mind Riot,Badmotorfinger,1991,Chris Cornell,Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Drawing Flies,Badmotorfinger,1991,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Angst-Ridden, Bitter, Paranoid, Self-Conscious, Cerebral, Suffocating, Tense/Anxious, Urgent, Aggressive, Gloomy, Literate, Snide, Acerbic, Confrontational, Earnest, Fiery, Organic, Hostile, Volatile, Harsh","Imagination, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Holy Water,Badmotorfinger,1991,Chris Cornell,,,,,58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
New Damage,Badmotorfinger,1991,"Matt Cameron, Chris Cornell, Kim Thayil",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",58:47,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",1991," A & M Studios, Los Angeles, CA A&M Studios, Hollywood, CA Bear Creek Studio, Woodinville, WA  See More  Studio D, Sausalito, CA","Bitter, Fierce, Menacing, Paranoid, Aggressive, Cathartic, Earnest, Literate, Tense/Anxious, Urgent, Volatile, Cerebral, Gloomy, Harsh, Hostile, Intense, Acerbic, Angst-Ridden, Confrontational, Fiery, Organic","Guys Night Out, Introspection, Reflection",4.5
Into the Void (Sealth),SOMMS (Satanoscillatemymetallicsonatas),1991,"Geezer Butler, Ozzy Osbourne, Bill Ward",Pop/Rock,"Alternative/Indie Rock, Grunge",Aggressive,,None,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Tense/Anxious, Snide, Literate, Bitter, Self-Conscious","Imagination, Guys Night Out",2.5
Girl U Want,SOMMS (Satanoscillatemymetallicsonatas),1991,"Gerald V. Casale, Mark Mothersbaugh",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Self-Conscious, Quirky, Earnest, Literate, Snide, Bitter, Brooding, Cynical/Sarcastic, Tense/Anxious","Imagination, Guys Night Out, Partying",None,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Tense/Anxious, Snide, Literate, Bitter, Self-Conscious","Imagination, Guys Night Out",2.5
Stray Cat Blues,SOMMS (Satanoscillatemymetallicsonatas),1991,"Mick Jagger, Keith Richards",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Heavy Metal, Alternative Pop/Rock","Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Organic, Silly, Gloomy, Literate, Paranoid, Bitter, Self-Conscious","Imagination, Guys Night Out",None,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Tense/Anxious, Snide, Literate, Bitter, Self-Conscious","Imagination, Guys Night Out",2.5
She's a Politician,SOMMS (Satanoscillatemymetallicsonatas),1991,Chris Cornell,,,,,None,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Tense/Anxious, Snide, Literate, Bitter, Self-Conscious","Imagination, Guys Night Out",2.5
Slaves & Bulldozers,SOMMS (Satanoscillatemymetallicsonatas),1991,"Matt Cameron, Chris Cornell",Pop/Rock,"Alternative/Indie Rock, Grunge, Alternative Metal, Alternative Pop/Rock, Heavy Metal","Bitter, Paranoid, Earnest, Harsh, Hostile, Tense/Anxious, Urgent, Volatile, Aggressive, Gloomy, Literate, Snide, Acerbic, Angst-Ridden, Cerebral, Confrontational, Fiery, Organic, Self-Conscious","Imagination, Guys Night Out, Introspection, Reflection",None,"Alternative Metal, Alternative Pop/Rock, Alternative/Indie Rock, Grunge, Heavy Metal",,,"Earnest, Tense/Anxious, Snide, Literate, Bitter, Self-Conscious","Imagination, Guys Night Out",2.5
Rusty Cage,Rusty Cage,1992,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",15:51,"Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Alternative Metal, Grunge",,,"Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising",,
Rusty Cage,Rusty Cage,1992,Chris Cornell,Pop/Rock,"Alternative Metal, Alternative/Indie Rock, Grunge, Heavy Metal","Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising","Empowerment, Freedom, Motivation, Victory, Exercise/Workout, Guys Night Out, Hanging Out, Homecoming, Revolution, Sports, The Great Outdoors, Cool & Cocky",15:51,"Alternative Pop/Rock, Alternative/Indie Rock, Heavy Metal, Alternative Metal, Grunge",,,"Confrontational, Intense, Reflective, Aggressive, Cathartic, Dramatic, Menacing, Visceral, Angst-Ridden, Fiery, Harsh, Plaintive, Uncompromising",,
